Date,Fund,Ticker,Type,Qty/Par Value,Exec Price
8/22/2025,NVDY,NVDA 250829C00195000,B,1690,1.17
8/22/2025,NVDY,NVDA 250829C00185000,SS,10000,3.21
8/22/2025,NVDY,NVDA 250829C00195000,B,10000,1.08
8/22/2025,NVDY,NVDA 250829C00187500,SS,10000,2.51
8/22/2025,NVDY,NVDA 250829C00202500,B,10000,0.49
,,,,,
8/22/2025,AMZY,AMZN 250829C00227500,SS,3360,2.56
8/22/2025,AMZY,AMZN 250829C00230000,B,3360,1.54
8/22/2025,AMZY,AMZN 250829C00230000,S,6995,2.23
8/22/2025,AMZY,AMZN 250829C00225000,BC,6995,5.15
8/22/2025,AMZY,AMZN 250829C00232500,SS,6995,1.32
8/22/2025,AMZY,AMZN 250829C00237500,B,6995,0.4
,,,,,
8/22/2025,FBY,META 250829C00762500,SS,600,6.11
8/22/2025,FBY,META 250829C00782500,B,600,1.96
,,,,,
8/22/2025,CONY,COIN 250822C00317500,BC,5000,3.58
8/22/2025,CONY,COIN 250822C00327500,S,5000,0.06
8/22/2025,CONY,COIN 250829C00335000,SS,5000,4.5
8/22/2025,CONY,COIN 250829C00360000,B,5000,1.28
8/22/2025,CONY,COIN 250829C00332500,SS,5000,4.5
8/22/2025,CONY,COIN 250829C00327500,SS,5200,4.19
8/22/2025,CONY,COIN 250822C00357500,S,5560,0.02
8/22/2025,CONY,COIN 250822C00330000,BC,5560,0.18
8/22/2025,CONY,COIN 250829C00335000,SS,5560,4.59
8/22/2025,CONY,COIN 250829C00360000,B,5560,1.47
,,,,,
8/22/2025,MSFO,MSFT 250829C00515000,SS,500,2.47
8/22/2025,MSFO,MSFT 250829C00525000,B,500,0.63
,,,,,
8/22/2025,DISO,DIS 250822C00120000,S,500,0.14
8/22/2025,DISO,DIS 250822C00118000,BC,500,1.49
8/22/2025,DISO,DIS 250829C00120000,SS,500,1.07
8/22/2025,DISO,DIS 250829C00122000,B,500,0.43
8/22/2025,DISO,DIS 250822C00117000,BC,555,2.06
8/22/2025,DISO,DIS 250822C00120000,S,555,0.21
8/22/2025,DISO,DIS 250829C00120000,SS,555,1
8/22/2025,DISO,DIS 250829C00122000,B,555,0.43
8/22/2025,DISO,DIS 250822C00121000,S,779,0.02
8/22/2025,DISO,DIS 250822C00118000,BC,779,1.74
8/22/2025,DISO,DIS 250829C00121000,SS,779,0.77
8/22/2025,DISO,DIS 250829C00123000,B,779,0.3
8/22/2025,DISO,DIS 250822C00118000,BC,956,1.58
8/22/2025,DISO,DIS 250822C00121000,S,956,0.02
8/22/2025,DISO,DIS 250829C00120000,SS,956,1.1
8/22/2025,DISO,DIS 250829C00122000,B,956,0.45
8/22/2025,DISO,DIS 250822C00119000,BC,1095,0.76
8/22/2025,DISO,DIS 250822C00121000,S,1095,0.02
8/22/2025,DISO,DIS 250829C00121000,SS,1095,0.73
8/22/2025,DISO,DIS 250829C00123000,B,1095,0.29
,,,,,
8/22/2025,XOMO,XOM 250822C00108000,BC,1330,2.22
8/22/2025,XOMO,XOM 250822C00111000,S,1330,0.15
8/22/2025,XOMO,XOM 250829C00111000,SS,1330,0.92
8/22/2025,XOMO,XOM 250829C00113000,B,1330,0.33
,,,,,
8/22/2025,JPMO,JPM 250822C00300000,S,1125,0.01
8/22/2025,JPMO,JPM 250822C00295000,BC,1125,1.16
8/22/2025,JPMO,JPM 250829C00300000,SS,1125,1.46
8/22/2025,JPMO,JPM 250829C00305000,B,1125,0.45
8/22/2025,JPMO,JPM 250822C00302500,S,1180,0.01
8/22/2025,JPMO,JPM 250822C00295000,BC,1180,1.93
8/22/2025,JPMO,JPM 250829C00300000,SS,1180,1.83
8/22/2025,JPMO,JPM 250829C00305000,B,1180,0.64
,,,,,
8/22/2025,AMDY,AMD 250829C00172500,SS,2500,2.08
8/22/2025,AMDY,AMD 250829C00182500,B,2500,0.53
8/22/2025,AMDY,AMD 250829C00175000,SS,2535,1.55
,,,,,
8/22/2025,PYPY,PYPL 250829C00069000,SS,1000,0.71
8/22/2025,PYPY,PYPL 250829C00071000,B,1000,0.26
8/22/2025,PYPY,PYPL 250829C00070000,SS,1000,0.65
8/22/2025,PYPY,PYPL 250829C00072000,B,1000,0.22
8/22/2025,PYPY,PYPL 250829C00069000,BC,2500,1.65
8/22/2025,PYPY,PYPL 250829C00071000,S,2500,0.65
8/22/2025,PYPY,PYPL 250829C00071000,SS,2500,0.65
8/22/2025,PYPY,PYPL 250829C00073000,B,2500,0.24
,,,,,
8/22/2025,XYZY,XYZ 250829C00081000,SS,2000,0.77
8/22/2025,XYZY,XYZ 250829C00084000,B,2000,0.24
8/22/2025,XYZY,XYZ 250829C00075000,BC,2900,4.29
8/22/2025,XYZY,XYZ 250829C00079000,S,2900,1.55
8/22/2025,XYZY,XYZ 250829C00081000,SS,2900,0.81
8/22/2025,XYZY,XYZ 250829C00084000,B,2900,0.27
8/22/2025,XYZY,XYZ 250829C00080000,SS,2960,1.07
8/22/2025,XYZY,XYZ 250829C00083000,B,2960,0.34
8/22/2025,XYZY,XYZ 250829C00076000,BC,3000,3.33
8/22/2025,XYZY,XYZ 250829C00080000,S,3000,1.01
8/22/2025,XYZY,XYZ 250829C00083000,B,3000,0.32
8/22/2025,XYZY,XYZ 250829C00080000,SS,3000,1.01
8/22/2025,XYZY,XYZ 250829C00076000,BC,4960,3.47
8/22/2025,XYZY,XYZ 250829C00079000,S,4960,1.52
,,,,,
8/22/2025,MRNY,MRNA 250829C00028000,SS,7000,0.62
8/22/2025,MRNY,MRNA 250829C00029500,B,7000,0.28
8/22/2025,MRNY,MRNA 250829C00027500,SS,8850,0.41
8/22/2025,MRNY,MRNA 250829C00029500,B,8850,0.08
,,,,,
8/22/2025,AIYY,AI 250829C00018000,SS,12000,0.27
8/22/2025,AIYY,AI 250829C00019500,B,12000,0.06
,,,,,
8/22/2025,MSTY,MSTR 250822C00355000,BC,700,0.31
8/22/2025,MSTY,MSTR 250919C00390000,S,3000,9.47
8/22/2025,MSTY,2MSTR 250919P00390010,BC,3000,41.83
8/22/2025,MSTY,MSTR 250822C00355000,BC,1210,3.15
8/22/2025,MSTY,MSTR 250829C00385000,B,2500,2.34
8/22/2025,MSTY,MSTR 250829C00345000,BC,3000,17.89
8/22/2025,MSTY,MSTR 250829C00370000,S,3000,5.35
8/22/2025,MSTY,MSTR 250822C00355000,BC,3440,2.94
8/22/2025,MSTY,MSTR 250822C00352500,BC,5000,3.77
8/22/2025,MSTY,MSTR 250829C00347500,SS,5000,5.51
8/22/2025,MSTY,MSTR 250829C00370000,B,5000,1.46
8/22/2025,MSTY,MSTR 250829C00372500,SS,5000,4.34
8/22/2025,MSTY,MSTR 250822C00355000,BC,5000,3.55
8/22/2025,MSTY,MSTR 250829C00385000,B,3512,2.37
8/22/2025,MSTY,MSTR 250822C00355000,BC,2500,3.57
8/22/2025,MSTY,MSTR 250822C00355000,BC,2500,3.85
8/22/2025,MSTY,MSTR 250829C00370000,S,2500,5.6
8/22/2025,MSTY,MSTR 250829C00370000,S,2500,5.88
8/22/2025,MSTY,MSTR 250829C00347500,BC,2500,16.98
8/22/2025,MSTY,MSTR 250829C00347500,BC,2500,17.27
8/22/2025,MSTY,MSTR 250829C00365000,SS,2500,7.35
8/22/2025,MSTY,MSTR 250829C00365000,SS,2500,7.69
8/22/2025,MSTY,MSTR 250829C00372500,SS,5350,4.38
8/22/2025,MSTY,MSTR 250822C00355000,BC,5350,2.16
8/22/2025,MSTY,MSTR 250829C00345000,BC,7000,16.84
8/22/2025,MSTY,MSTR 250829C00370000,S,7000,4.9
8/22/2025,MSTY,MSTR 250829C00365000,SS,7000,6.43
8/22/2025,MSTY,MSTR 250829C00390000,B,7000,1.88
8/22/2025,MSTY,MSTR 250822C00355000,BC,10000,3.29
8/22/2025,MSTY,MSTR 250829C00345000,BC,5000,16.84
8/22/2025,MSTY,MSTR 250829C00345000,BC,5000,16.49
8/22/2025,MSTY,MSTR 250829C00370000,S,5000,5.2
8/22/2025,MSTY,MSTR 250829C00370000,S,5000,4.88
8/22/2025,MSTY,MSTR 250829C00365000,SS,5000,6.57
8/22/2025,MSTY,MSTR 250829C00365000,SS,5000,6.42
8/22/2025,MSTY,MSTR 250829C00372500,SS,10000,4.88
8/22/2025,MSTY,MSTR 250829C00390000,B,5000,1.89
8/22/2025,MSTY,MSTR 250829C00390000,B,5000,1.93
8/22/2025,MSTY,MSTR 250829C00345000,SS,20000,5.96
8/22/2025,MSTY,MSTR 250829C00370000,B,20000,1.49
8/22/2025,MSTY,MSTR 250829C00370000,SS,3000,4.23
8/22/2025,MSTY,MSTR 250829C00375000,SS,3440,4.23
8/22/2025,MSTY,MSTR 250829C00357500,SS,5000,6.81
8/22/2025,MSTY,MSTR 250829C00380000,B,5000,2.17
8/22/2025,MSTY,MSTR 250829C00375000,SS,5000,4
8/22/2025,MSTY,MSTR 250829C00375000,SS,5000,4.35
8/22/2025,MSTY,MSTR 250829C00370000,SS,13000,6.63
8/22/2025,MSTY,MSTR 250829C00395000,B,13000,2.27
8/22/2025,MSTY,MSTR 250822C00345000,BC,571,9.79
8/22/2025,MSTY,MSTR 250822C00345000,BC,1700,1.34
8/22/2025,MSTY,MSTR 250829C00372500,SS,2354,4.41
8/22/2025,MSTY,MSTR 250829C00372500,SS,571,4.18
8/22/2025,MSTY,MSTR 250829C00372500,SS,2000,4
8/22/2025,MSTY,MSTR 250829C00362500,SS,5000,4.63
8/22/2025,MSTY,MSTR 250829C00357500,SS,5000,6.69
8/22/2025,MSTY,MSTR 250829C00380000,B,5000,2.17
8/22/2025,MSTY,MSTR 250822C00355000,BC,6680,0.28
8/22/2025,MSTY,MSTR 250822C00350000,BC,13000,8.96
8/22/2025,MSTY,MSTR 250829C00355000,SS,20000,6.92
8/22/2025,MSTY,MSTR 250829C00375000,B,20000,2.48
,,,,,
8/22/2025,YBIT,IBIT 250829C00067000,SS,4000,0.7
8/22/2025,YBIT,IBIT 250829C00070000,B,4000,0.17
,,,,,
8/22/2025,CRSH,TSLA 250919P00320000,S,60,8.55
8/22/2025,CRSH,2TSLA 250919C00320020,BC,60,28.46
8/22/2025,CRSH,TSLA 250829P00327500,BC,60,3.5
8/22/2025,CRSH,TSLA 250829P00307500,S,60,0.78
8/22/2025,CRSH,TSLA 250822P00317500,BC,200,0.06
8/22/2025,CRSH,TSLA 250822P00292500,S,200,0.01
8/22/2025,CRSH,TSLA 250829P00327500,SS,200,4
8/22/2025,CRSH,TSLA 250829P00307500,B,200,0.86
8/22/2025,CRSH,TSLA 250822P00320000,BC,250,0.07
8/22/2025,CRSH,TSLA 250822P00297500,S,250,0.01
8/22/2025,CRSH,TSLA 250829P00327500,SS,250,4.1
8/22/2025,CRSH,TSLA 250829P00307500,B,250,0.9
8/22/2025,CRSH,TSLA 250822P00322500,BC,503,0.1
8/22/2025,CRSH,TSLA 250822P00300000,S,503,0.02
8/22/2025,CRSH,TSLA 250829P00327500,SS,503,4.09
8/22/2025,CRSH,TSLA 250829P00307500,B,503,0.9
,,,,,
8/22/2025,GDXY,GDX 250822C00061000,S,10250,0.02
8/22/2025,GDXY,GDX 250822C00059000,BC,10250,1.34
8/22/2025,GDXY,GDX 250829C00061000,SS,10250,0.7
8/22/2025,GDXY,GDX 250829C00062500,B,10250,0.29
,,,,,
8/22/2025,SNOY,SNOW 250822C00207500,S,692,0.01
8/22/2025,SNOY,SNOW 250822C00200000,BC,692,0.05
8/22/2025,SNOY,SNOW 250829C00220000,SS,692,3.45
8/22/2025,SNOY,SNOW 250822C00212500,S,1400,0.02
8/22/2025,SNOY,SNOW 250822C00202500,BC,1400,0.05
8/22/2025,SNOY,SNOW 250829C00210000,SS,1400,6.03
8/22/2025,SNOY,SNOW 250829C00225000,B,1400,2.75
,,,,,
8/22/2025,ABNY,ABNB 250822C00127000,BC,50,2.75
8/22/2025,ABNY,ABNB 250822C00131000,S,50,0.19
8/22/2025,ABNY,ABNB 250829C00132000,SS,50,1.02
8/22/2025,ABNY,ABNB 250829C00135000,B,50,0.35
8/22/2025,ABNY,ABNB 250822C00126000,BC,350,3.03
8/22/2025,ABNY,ABNB 250822C00130000,S,350,0.26
8/22/2025,ABNY,ABNB 250829C00131000,SS,350,1.23
8/22/2025,ABNY,ABNB 250829C00135000,B,350,0.43
8/22/2025,ABNY,ABNB 250822C00128000,BC,831,1.9
8/22/2025,ABNY,ABNB 250822C00133000,S,831,0.05
8/22/2025,ABNY,ABNB 250829C00132000,SS,831,0.95
8/22/2025,ABNY,ABNB 250829C00135000,B,831,0.34
8/22/2025,ABNY,ABNB 250822C00132000,S,2019,0.12
8/22/2025,ABNY,ABNB 250822C00128000,BC,2019,2.44
8/22/2025,ABNY,ABNB 250829C00132000,SS,2019,1.21
8/22/2025,ABNY,ABNB 250829C00135000,B,2019,0.43
,,,,,
8/22/2025,FIAT,COIN 250919P00390000,S,180,71.60
8/22/2025,FIAT,2COIN 250919C00390020,BC,180,3.65
8/22/2025,FIAT,COIN 250919C00480000,B,100,0.70
8/22/2025,FIAT,COIN 250829P00277500,BC,180,0.6
8/22/2025,FIAT,COIN 250829P00247500,S,180,0.1
8/22/2025,FIAT,COIN 250919C00480000,S,180,0.86
8/22/2025,FIAT,COIN 250822P00305000,BC,750,0.1
8/22/2025,FIAT,COIN 250822P00277500,S,750,0.01
8/22/2025,FIAT,COIN 250829P00307500,SS,750,4.77
8/22/2025,FIAT,COIN 250829P00287500,B,750,1.38
,,,,,
8/22/2025,DIPS,NVDA 250919P00165000,S,60,3.65
8/22/2025,DIPS,2NVDA 250919C00165020,BC,60,17.58
8/22/2025,DIPS,NVDA 250829P00170000,BC,60,2.9
8/22/2025,DIPS,NVDA 250829P00160000,S,60,0.93
8/22/2025,DIPS,NVDA 250822P00167500,BC,586,0.03
8/22/2025,DIPS,NVDA 250822P00162500,S,586,0.01
8/22/2025,DIPS,NVDA 250829P00170000,SS,586,2.91
8/22/2025,DIPS,NVDA 250829P00160000,B,586,0.94
,,,,,
8/22/2025,BABO,BABA 250829C00127000,SS,880,1.97
8/22/2025,BABO,BABA 250829C00134000,B,880,0.79
,,,,,
8/22/2025,TSMY,TSM 250829C00232500,SS,250,2.66
8/22/2025,TSMY,TSM 250829C00240000,B,250,0.91
8/22/2025,TSMY,TSM 250829C00237500,SS,250,2.3
8/22/2025,TSMY,TSM 250829C00247500,B,250,0.6
,,,,,
8/22/2025,SMCY,SMCI 250829C00045000,SS,10000,0.77
8/22/2025,SMCY,SMCI 250829C00048000,B,10000,0.26
8/22/2025,SMCY,SMCI 250829C00046000,SS,12636,0.49
,,,,,
8/22/2025,PLTY,PLTR 250822C00162500,BC,700,0.19
8/22/2025,PLTY,PLTR 250822C00167500,S,700,0.02
8/22/2025,PLTY,PLTR 250829C00172500,B,700,1.02
8/22/2025,PLTY,PLTR 250829C00165000,SS,700,2.7
8/22/2025,PLTY,PLTR 250829C00157500,BC,1000,7.11
8/22/2025,PLTY,PLTR 250829C00162500,S,1000,4.2
8/22/2025,PLTY,PLTR 250829C00165000,SS,1000,3.14
8/22/2025,PLTY,PLTR 250829C00172500,B,1000,1.26
8/22/2025,PLTY,PLTR 250829C00155000,BC,3350,8.65
8/22/2025,PLTY,PLTR 250829C00162500,S,3350,4.06
8/22/2025,PLTY,PLTR 250829C00165000,SS,3350,3.03
8/22/2025,PLTY,PLTR 250829C00172500,B,3350,1.22
8/22/2025,PLTY,PLTR 250829C00162500,SS,1000,3.05
8/22/2025,PLTY,PLTR 250829C00170000,B,1000,1.15
8/22/2025,PLTY,PLTR 250829C00160000,SS,1500,2.88
8/22/2025,PLTY,PLTR 250829C00167500,B,1500,1.13
8/22/2025,PLTY,PLTR 250829C00165000,SS,1500,2.65
8/22/2025,PLTY,PLTR 250829C00172500,B,1500,1.02
8/22/2025,PLTY,PLTR 250829C00165000,SS,2000,2.27
8/22/2025,PLTY,PLTR 250829C00172500,B,2000,0.86
,,,,,
8/22/2025,MARO,MARA 250919C00018000,S,3000,0.55
8/22/2025,MARO,2MARA 250919P00018010,BC,3000,2.17
8/22/2025,MARO,MARA 250822C00016000,BC,3000,0.40
8/22/2025,MARO,MARA 250822C00017500,S,3000,0.01
8/22/2025,MARO,MARA 250829C00016500,SS,7005,0.21
8/22/2025,MARO,MARA 250822C00016000,BC,11300,0.60
8/22/2025,MARO,MARA 250822C00017000,S,11300,0.03
8/22/2025,MARO,MARA 250829C00017000,SS,11300,0.33
8/22/2025,MARO,MARA 250829C00018000,B,11300,0.11
8/22/2025,MARO,MARA 250822C00016000,BC,12000,0.38
8/22/2025,MARO,MARA 250822C00017500,S,12000,0.01
8/22/2025,MARO,MARA 250829C00017000,SS,12000,0.27
8/22/2025,MARO,MARA 250829C00017000,SS,15000,0.29
8/22/2025,MARO,MARA 250829C00015500,BC,15000,1.17
8/22/2025,MARO,MARA 250829C00017000,S,15000,0.29
8/22/2025,MARO,MARA 250829C00018000,B,15000,0.1
8/22/2025,MARO,MARA 250822C00016000,BC,20000,0.53
8/22/2025,MARO,MARA 250822C00017000,S,20000,0.02
8/22/2025,MARO,MARA 250829C00017000,SS,20000,0.31
8/22/2025,MARO,MARA 250829C00018000,B,20000,0.1
,,,,,
8/22/2025,CVNY,CVNA 250829C00342500,BC,285,21.04
8/22/2025,CVNY,CVNA 250829C00355000,S,285,12.4
8/22/2025,CVNY,CVNA 250829C00370000,SS,285,5.35
8/22/2025,CVNY,CVNA 250829C00380000,B,285,2.68
8/22/2025,CVNY,CVNA 250829C00360000,S,354,9.72
8/22/2025,CVNY,CVNA 250829C00347500,BC,354,17.5
8/22/2025,CVNY,CVNA 250829C00370000,SS,354,5.4
8/22/2025,CVNY,CVNA 250829C00380000,B,354,2.68
8/22/2025,CVNY,CVNA 250829C00347500,BC,370,14.99
8/22/2025,CVNY,CVNA 250829C00362500,S,370,6.65
8/22/2025,CVNY,CVNA 250829C00367500,SS,370,4.80
8/22/2025,CVNY,CVNA 250829C00377500,B,370,2.24
8/22/2025,CVNY,CVNA 250822C00355000,BC,600,7.94
8/22/2025,CVNY,CVNA 250822C00367500,S,600,0.69
8/22/2025,CVNY,CVNA 250829C00372500,SS,600,5.31
8/22/2025,CVNY,CVNA 250829C00385000,B,600,2.08
,,,,,
8/22/2025,WNTR,MSTR 250919P00400000,S,200,50.00
8/22/2025,WNTR,2MSTR 250919C00400020,BC,200,7.90
8/22/2025,WNTR,MSTR 250822P00275000,S,23,0.02
8/22/2025,WNTR,MSTR 250829P00322500,BC,200,2.1
8/22/2025,WNTR,MSTR 250919C00600000,S,200,0.6
8/22/2025,WNTR,MSTR 250822P00347500,BC,340,13.3
8/22/2025,WNTR,MSTR 250829P00322500,SS,340,5.95
8/22/2025,WNTR,MSTR 250829P00280000,B,340,1.97
8/22/2025,WNTR,MSTR 250822P00345000,BC,400,0.26
8/22/2025,WNTR,MSTR 250829P00340000,SS,400,4.18
,,,,,
8/22/2025,HOOY,HOOD 250822C00114000,BC,200,0.06
8/22/2025,HOOY,HOOD 250822C00121000,S,200,0.01
8/22/2025,HOOY,HOOD 250829C00116000,SS,2880,1.29
8/22/2025,HOOY,HOOD 250822C00113000,BC,3000,0.08
8/22/2025,HOOY,HOOD 250822C00121000,S,3000,0.01
8/22/2025,HOOY,HOOD 250829C00114000,SS,3000,2.25
8/22/2025,HOOY,HOOD 250829C00121000,B,3000,0.85
8/22/2025,HOOY,HOOD 250829C00115000,SS,3000,1.87
8/22/2025,HOOY,HOOD 250829C00123000,B,3000,0.56
8/22/2025,HOOY,HOOD 250829C00116000,SS,3000,2.05
8/22/2025,HOOY,HOOD 250829C00124000,B,3000,0.62
8/22/2025,HOOY,HOOD 250829C00114000,SS,3000,1.91
8/22/2025,HOOY,HOOD 250829C00121000,B,3000,0.61
8/22/2025,HOOY,HOOD 250822C00114000,BC,6800,0.08
8/22/2025,HOOY,HOOD 250822C00122000,S,6800,0.01
,,,,,
8/22/2025,BRKC,BRKB 250822C00485000,BC,50,5.03
8/22/2025,BRKC,BRKB 250822C00495000,S,50,0.09
8/22/2025,BRKC,BRKB 250829C00497500,SS,50,1.17
8/22/2025,BRKC,BRKB 250829C00507500,B,50,0.24
8/22/2025,BRKC,BRKB 250822C00490000,BC,200,0.16
8/22/2025,BRKC,BRKB 250822C00500000,S,200,0.01
8/22/2025,BRKC,BRKB 250829C00492500,SS,200,1.64
8/22/2025,BRKC,BRKB 250829C00502500,B,200,0.28
,,,,,
8/22/2025,DRAY,DKNG 250919C00043000,S,25,4.66
8/22/2025,DRAY,2DKNG 250919P00043010,BC,25,0.5
8/22/2025,DRAY,DKNG 250822C00046500,BC,25,0.6
8/22/2025,DRAY,DKNG 250822C00048500,S,25,0.01
8/22/2025,DRAY,DKNG 250822C00046500,BC,255,0.62
8/22/2025,DRAY,DKNG 250822C00048500,S,255,0.04
8/22/2025,DRAY,DKNG 250829C00048500,SS,255,0.38
8/22/2025,DRAY,DKNG 250829C00051000,B,255,0.09
8/22/2025,DRAY,DKNG 250822C00046500,BC,300,0.73
8/22/2025,DRAY,DKNG 250822C00048500,S,300,0.03
8/22/2025,DRAY,DKNG 250829C00048500,SS,300,0.42
8/22/2025,DRAY,DKNG 250829C00051000,B,300,0.08
,,,,,
8/22/2025,RBLY,RBLX 250822C00120000,BC,65,0.08
8/22/2025,RBLY,RBLX 250822C00127000,S,65,0.02
8/22/2025,RBLY,RBLX 250829C00122000,SS,65,1.72
8/22/2025,RBLY,RBLX 250829C00128000,B,65,0.55
,,,,,
8/22/2025,ULTY,00827B106,B,125000,79.62
8/22/2025,ULTY,03831W108,B,22600,441.49
8/22/2025,ULTY,00217D100,B,212900,47.36
8/22/2025,ULTY,19260Q107,B,31200,320.85
8/22/2025,ULTY,G25457105,B,65200,108.75
8/22/2025,ULTY,G25457105,B,261200,114.77
8/22/2025,ULTY,21873S108,B,261800,94.43
8/22/2025,ULTY,770700102,B,90900,109.8
8/22/2025,ULTY,46222L108,B,252600,39.44
8/22/2025,ULTY,565788106,S,2500000,16.43
8/22/2025,ULTY,565788106,S,2523600,16.39
8/22/2025,ULTY,573874104,B,1100000,73.44
8/22/2025,ULTY,N97284108,B,145800,68.77
8/22/2025,ULTY,02156V109,B,141100,70.53
8/22/2025,ULTY,69608A108,B,124800,159.1
8/22/2025,ULTY,75734B100,B,45700,218.04
8/22/2025,ULTY,773121108,B,226600,44.42
8/22/2025,ULTY,8.76E+110,S,986200,98.29
8/22/2025,ULTY,91332U101,B,254400,39.34
8/22/2025,ULTY,91680M107,B,145400,68.49
8/22/2025,ULTY,98138H101,S,175000,214.8
8/22/2025,ULTY,98138H101,S,175000,213.66
8/22/2025,ULTY,AFRM 250822C00075000,BC,13000,4.35
8/22/2025,ULTY,AFRM 250822C00077000,BC,6500,3.07
8/22/2025,ULTY,AFRM 250822P00069000,S,13000,0.15
8/22/2025,ULTY,AFRM 250822P00070000,S,6500,0.12
8/22/2025,ULTY,AFRM 250829C00083000,SS,13000,3.59
8/22/2025,ULTY,AFRM 250829C00086000,SS,6500,3.04
8/22/2025,ULTY,AFRM 250829C00086000,SS,1250,3.09
8/22/2025,ULTY,AFRM 250829P00070000,B,6500,1.99
8/22/2025,ULTY,AFRM 250829P00070000,B,1250,1.96
8/22/2025,ULTY,AFRM 250829P00072000,B,13000,2.56
8/22/2025,ULTY,APP 250822C00427500,BC,1736,9.19
8/22/2025,ULTY,APP 250822P00390000,S,1736,0.02
8/22/2025,ULTY,APP 250829C00445000,SS,1736,8.31
8/22/2025,ULTY,APP 250829C00455000,SS,226,6.66
8/22/2025,ULTY,APP 250829P00395000,B,1736,2.08
8/22/2025,ULTY,APP 250829P00400000,B,226,1.74
8/22/2025,ULTY,ASTS 250829C00050000,SS,2129,0.9
8/22/2025,ULTY,ASTS 250829P00042000,B,2129,0.28
8/22/2025,ULTY,BMNR 250822C00053000,BC,9577,1.69
8/22/2025,ULTY,BMNR 250822P00045000,S,9577,0.03
8/22/2025,ULTY,BMNR 250829C00061000,SS,9577,2.23
8/22/2025,ULTY,BMNR 250829P00048000,B,9577,1.59
8/22/2025,ULTY,BULL 250822C00015000,BC,38873,0.42
8/22/2025,ULTY,BULL 250822P00013500,S,10,0.04
8/22/2025,ULTY,BULL 250822P00013500,S,38873,0.11
8/22/2025,ULTY,BULL 250829C00016000,SS,38873,0.63
8/22/2025,ULTY,BULL 250829P00013500,B,38873,0.32
8/22/2025,ULTY,COIN 250822C00310000,BC,2263,8.78
8/22/2025,ULTY,COIN 250822C00320000,BC,2200,2.27
8/22/2025,ULTY,COIN 250822P00280000,S,2263,0.17
8/22/2025,ULTY,COIN 250822P00280000,S,2200,0.18
8/22/2025,ULTY,COIN 250829C00327500,SS,2263,6.96
8/22/2025,ULTY,COIN 250829C00327500,SS,312,6.99
8/22/2025,ULTY,COIN 250829C00327500,SS,2200,7.36
8/22/2025,ULTY,COIN 250829P00290000,B,2263,2
8/22/2025,ULTY,COIN 250829P00290000,B,312,1.35
8/22/2025,ULTY,COIN 250829P00290000,B,2200,1.32
8/22/2025,ULTY,CRDO 250829C00118000,SS,2612,3.03
8/22/2025,ULTY,CRDO 250829P00104000,B,2612,1.25
8/22/2025,ULTY,CRDO 250919C00120000,SS,652,7.28
