Date,Fund,Ticker,Type,Qty/Par Value,Exec Price
8/21/2025,BABO,BABA 250822C00132000,S,1000,0.08
8/21/2025,BABO,BABA 250829C00124000,SS,1000,2.09
8/21/2025,BABO,BABA 250829C00131000,B,1000,0.88
,,,,,
8/21/2025,YQQQ,QQQ 250919P00550000,S,20,6.9
8/21/2025,YQQQ,2QQQ 250919C00550020,BC,20,21.7
8/21/2025,YQQQ,QQQ 250822P00570000,BC,20,7.75
8/21/2025,YQQQ,QQQ 250822P00571000,BC,30,7.06
8/21/2025,YQQQ,QQQ 250829P00558000,SS,30,4.05
8/21/2025,YQQQ,QQQ 250822P00570000,BC,58,6.92
8/21/2025,YQQQ,QQQ 250829P00554000,SS,58,3.35
8/21/2025,YQQQ,QQQ 250822P00571000,BC,70,9.38
8/21/2025,YQQQ,QQQ 250829P00554000,SS,70,3.93
,,,,,
8/21/2025,TSMY,TSM 250829C00235000,SS,200,2.37
8/21/2025,TSMY,TSM 250829C00245000,B,200,0.61
8/21/2025,TSMY,TSM 250829C00232500,SS,250,2.64
8/21/2025,TSMY,TSM 250829C00240000,B,250,1.01
8/21/2025,TSMY,TSM 250829C00235000,SS,400,2.18
8/21/2025,TSMY,TSM 250829C00245000,B,400,0.56
,,,,,
8/21/2025,SMCY,SMCI 250919C00045000,B,700,1.65
8/21/2025,SMCY,2SMCI 250919P00045010,SS,700,4.53
8/21/2025,SMCY,SMCI 250829C00044000,SS,700,0.8
8/21/2025,SMCY,SMCI 250829C00047500,B,700,0.22
8/21/2025,SMCY,SMCI 250822C00046000,BC,2100,0.02
8/21/2025,SMCY,SMCI 250829C00045000,SS,2100,0.53
8/21/2025,SMCY,SMCI 250822C00049000,S,15000,0.01
8/21/2025,SMCY,SMCI 250822C00046500,BC,15000,0.03
8/21/2025,SMCY,SMCI 250829C00045000,SS,15000,0.7
8/21/2025,SMCY,SMCI 250829C00049000,B,15000,0.16
,,,,,
8/21/2025,PLTY,PLTR 250829C00152500,BC,5000,8.44
8/21/2025,PLTY,PLTR 250829C00160000,S,5000,4.24
8/21/2025,PLTY,PLTR 250829C00165000,SS,5000,2.48
8/21/2025,PLTY,PLTR 250829C00172500,B,5000,1.08
8/21/2025,PLTY,PLTR 250829C00160000,SS,757,3.52
8/21/2025,PLTY,PLTR 250829C00167500,B,757,1.5
8/21/2025,PLTY,PLTR 250829C00160000,SS,1000,3.78
8/21/2025,PLTY,PLTR 250829C00167500,B,1000,1.71
8/21/2025,PLTY,PLTR 250829C00160000,SS,1000,3.44
8/21/2025,PLTY,PLTR 250829C00167500,B,1000,1.46
8/21/2025,PLTY,PLTR 250829C00170000,B,1000,1.21
8/21/2025,PLTY,PLTR 250829C00162500,SS,1000,2.82
8/21/2025,PLTY,PLTR 250829C00162500,SS,1000,2.99
8/21/2025,PLTY,PLTR 250829C00170000,B,1000,1.26
8/21/2025,PLTY,PLTR 250829C00160000,SS,2000,3.61
8/21/2025,PLTY,PLTR 250829C00167500,B,2000,1.61
8/21/2025,PLTY,PLTR 250829C00160000,SS,2000,3.57
8/21/2025,PLTY,PLTR 250829C00167500,B,2000,1.56
8/21/2025,PLTY,PLTR 250829C00162500,SS,2500,3.21
8/21/2025,PLTY,PLTR 250829C00170000,B,2500,1.41
,,,,,
8/21/2025,MARO,MARA 250822C00016500,BC,7005,0.03
,,,,,
8/21/2025,CVNY,CVNA 250822C00357500,BC,354,0.12
8/21/2025,CVNY,CVNA 250822C00370000,S,354,0.02
8/21/2025,CVNY,CVNA 250829C00347500,SS,354,6.21
8/21/2025,CVNY,CVNA 250829C00360000,B,354,2.74
8/21/2025,CVNY,CVNA 250822C00355000,BC,870,0.23
8/21/2025,CVNY,CVNA 250822C00370000,S,870,0.02
8/21/2025,CVNY,CVNA 250829C00362500,B,870,2.31
8/21/2025,CVNY,CVNA 250829C00347500,SS,870,6.08
,,,,,
8/21/2025,HOOY,HOOD 251017C00105000,B,1400,11.65
8/21/2025,HOOY,2HOOD 251017P00105010,SS,1400,9.25
8/21/2025,HOOY,HOOD 250829C00111000,SS,1400,2.3
8/21/2025,HOOY,HOOD 250829C00119000,B,1400,0.70
8/21/2025,HOOY,HOOD 250829C00112000,SS,2000,2.16
8/21/2025,HOOY,HOOD 250829C00120000,B,2000,0.64
8/21/2025,HOOY,HOOD 250829C00113000,SS,2000,2.11
8/21/2025,HOOY,HOOD 250829C00121000,B,2000,0.66
8/21/2025,HOOY,HOOD 250829C00112000,SS,2000,1.99
8/21/2025,HOOY,HOOD 250829C00120000,B,2000,0.56
8/21/2025,HOOY,HOOD 250822C00116000,BC,5000,0.16
8/21/2025,HOOY,HOOD 250822C00124000,S,5000,0.03
,,,,,
8/21/2025,RBLY,RBLX 250829C00119000,SS,40,1.94
8/21/2025,RBLY,RBLX 250829C00125000,B,40,0.68
,,,,,
8/21/2025,ULTY,36317J209,S,1500000,23.96
8/21/2025,ULTY,36317J209,S,1378400,23.91
8/21/2025,ULTY,36317J209,S,105600,24.03
8/21/2025,ULTY,BMNR 250822C00055000,BC,10423,0.2
8/21/2025,ULTY,BMNR 250822P00045000,S,10423,0.53
8/21/2025,ULTY,BMNR 250829C00051500,SS,10423,2.77
8/21/2025,ULTY,BMNR 250829P00044000,B,10423,2.05
8/21/2025,ULTY,BULL 250822C00016000,BC,13736,0.06
8/21/2025,ULTY,BULL 250822P00013500,S,13736,0.16
8/21/2025,ULTY,BULL 250829C00015500,SS,13736,0.62
8/21/2025,ULTY,BULL 250829P00012500,B,13736,0.45
8/21/2025,ULTY,GLXY 250822C00025500,BC,15000,0.08
8/21/2025,ULTY,GLXY 250822C00025500,BC,13784,0.08
8/21/2025,ULTY,GLXY 250822C00028000,BC,1056,0.03
8/21/2025,ULTY,GLXY 250822P00021500,S,15000,0.04
8/21/2025,ULTY,GLXY 250822P00021500,S,13784,0.04
8/21/2025,ULTY,GLXY 250822P00026000,S,1056,1.88
8/21/2025,ULTY,GLXY 250829P00021500,B,15000,0.38
8/21/2025,ULTY,GLXY 250829P00021500,B,13784,0.39
8/21/2025,ULTY,GLXY 250829P00021500,B,1056,0.34
8/21/2025,ULTY,GLXY 250829P00025000,SS,15000,1.69
8/21/2025,ULTY,GLXY 250829P00025000,SS,13784,1.74
8/21/2025,ULTY,GLXY 250829P00025000,SS,1056,1.72
8/21/2025,ULTY,HOOD 250822C00113000,BC,1558,0.24
8/21/2025,ULTY,HOOD 250822P00097000,S,1558,0.12
8/21/2025,ULTY,HOOD 250829C00111000,SS,1558,2.23
8/21/2025,ULTY,HOOD 250829P00095000,B,1558,0.93
8/21/2025,ULTY,OKLO 250822C00070000,BC,8430,0.81
8/21/2025,ULTY,OKLO 250822P00066000,S,8430,1.14
8/21/2025,ULTY,OKLO 250829C00073000,SS,8430,1.67
8/21/2025,ULTY,OKLO 250829P00057000,SS,8430,0.45
8/21/2025,ULTY,OKLO 250829P00061000,B,8430,1.28
8/21/2025,ULTY,PLTR 250822C00170000,BC,1735,0.17
8/21/2025,ULTY,PLTR 250822P00155000,S,1735,2.7
8/21/2025,ULTY,PLTR 250829C00162500,SS,1735,2.73
8/21/2025,ULTY,PLTR 250829P00140000,B,1735,1.24
8/21/2025,ULTY,RDDT 250822C00245000,BC,1500,0.08
8/21/2025,ULTY,RDDT 250822P00212500,S,1500,1.52
8/21/2025,ULTY,RDDT 250829C00230000,SS,1500,5.28
8/21/2025,ULTY,RDDT 250829P00197500,B,1500,2.92
8/21/2025,ULTY,RKLB 250822C00045000,BC,13500,0.15
8/21/2025,ULTY,RKLB 250822P00038500,S,13500,0.07
8/21/2025,ULTY,RKLB 250829C00044000,SS,13500,0.94
8/21/2025,ULTY,RKLB 250829P00035000,SS,13500,0.28
8/21/2025,ULTY,RKLB 250829P00037000,B,13500,0.5
8/21/2025,ULTY,SMCI 250822C00045500,BC,11831,0.06
8/21/2025,ULTY,SMCI 250822P00041500,S,11831,0.3
8/21/2025,ULTY,SMCI 250829C00044500,SS,11831,0.79
8/21/2025,ULTY,SMCI 250829P00038000,B,11831,0.31
8/21/2025,ULTY,SMR 250822C00037000,BC,18156,0.11
8/21/2025,ULTY,SMR 250822P00033000,S,18156,0.4
8/21/2025,ULTY,SMR 250829C00037000,SS,18156,0.58
8/21/2025,ULTY,SMR 250829P00029000,SS,18156,0.33
8/21/2025,ULTY,SMR 250829P00030500,B,18156,0.6
8/21/2025,ULTY,U 250822C00037000,BC,27500,0.32
8/21/2025,ULTY,U 250822C00038500,BC,2500,0.26
8/21/2025,ULTY,U 250822P00035000,S,2500,0.18
8/21/2025,ULTY,U 250822P00035500,S,27500,0.6
8/21/2025,ULTY,U 250829C00037500,SS,27500,0.87
8/21/2025,ULTY,U 250829C00038000,SS,2500,1.12
8/21/2025,ULTY,U 250829P00032000,B,27500,0.37
8/21/2025,ULTY,U 250829P00032500,B,2500,0.29
,,,,,
8/21/2025,SLTY,24703L202,SS,1700,128.69
8/21/2025,SLTY,ALAB 250829C00200000,SS,13,2.29
8/21/2025,SLTY,ALAB 250829P00160000,BC,13,1.97
8/21/2025,SLTY,ALAB 250829P00167500,SS,13,3.64
8/21/2025,SLTY,DELL 250829C00135000,B,17,3.99
8/21/2025,SLTY,DELL 250829C00141000,SS,17,2.22
8/21/2025,SLTY,DELL 250829P00125000,SS,17,4.59
,,,,,
8/21/2025,BIGY,LLY 250919C00680000,BC,2,45.32
8/21/2025,BIGY,LLY 250919C00720000,S,2,21.04
8/21/2025,BIGY,LLY 250919C00770000,SS,2,5.85
8/21/2025,BIGY,UNH 250919C00290000,BC,5,21.06
8/21/2025,BIGY,UNH 250919C00320000,S,5,6.34
8/21/2025,BIGY,UNH 250919C00340000,SS,5,2.62
,,,,,
8/21/2025,LFGY,BMNR 250822C00058000,BC,977,0.12
8/21/2025,LFGY,BMNR 250822C00066000,S,977,0.03
8/21/2025,LFGY,BMNR 250829C00054000,SS,977,2
8/21/2025,LFGY,BMNR 250829C00059000,B,977,1.05
8/21/2025,LFGY,BTDR 250822C00014500,BC,5420,0.04
8/21/2025,LFGY,BTDR 250822C00016000,S,5420,0.04
8/21/2025,LFGY,BTDR 250829C00014000,SS,5420,0.15
8/21/2025,LFGY,CLSK 250822C00010000,BC,6524,0.02
8/21/2025,LFGY,CLSK 250822C00011000,S,6524,0.01
8/21/2025,LFGY,CLSK 250829C00010000,SS,6524,0.12
8/21/2025,LFGY,HOOD 250822C00114000,BC,595,0.30
8/21/2025,LFGY,HOOD 250822C00117000,BC,523,0.11
8/21/2025,LFGY,HOOD 250822C00123000,S,595,0.14
8/21/2025,LFGY,HOOD 250829C00109000,SS,523,2.85
8/21/2025,LFGY,HOOD 250829C00109000,SS,595,3.1
8/21/2025,LFGY,HOOD 250829C00114000,B,523,1.36
8/21/2025,LFGY,HOOD 250829C00114000,B,595,1.49
8/21/2025,LFGY,MSTR 250822C00370000,BC,427,0.16
8/21/2025,LFGY,MSTR 250822C00400000,S,427,0.04
8/21/2025,LFGY,MSTR 250829C00350000,SS,427,5.76
8/21/2025,LFGY,MSTR 250829C00375000,B,427,1.5
8/21/2025,LFGY,PYPL 250822P00068000,S,754,0.82
8/21/2025,LFGY,PYPL 250822P00070000,BC,754,2.47
8/21/2025,LFGY,PYPL 250829P00065000,B,754,0.38
8/21/2025,LFGY,PYPL 250829P00068000,SS,754,1.40
8/21/2025,LFGY,XYZ 250822C00077000,BC,975,0.07
8/21/2025,LFGY,XYZ 250822C00079000,S,975,0.02
8/21/2025,LFGY,XYZ 250822P00074000,S,975,1.28
8/21/2025,LFGY,XYZ 250822P00076000,BC,975,2.84
8/21/2025,LFGY,XYZ 250829P00070000,B,975,0.66
8/21/2025,LFGY,XYZ 250829P00073000,SS,975,1.66
,,,,,
8/21/2025,GPTY,AAPL 250829C00227500,SS,2,2.4
8/21/2025,GPTY,AAPL 250829C00235000,B,2,0.54
8/21/2025,GPTY,AI 250822C00018000,BC,36,0.04
8/21/2025,GPTY,AI 250822C00020000,S,36,0.01
8/21/2025,GPTY,AI 250829C00017500,SS,36,0.27
8/21/2025,GPTY,AI 250829C00017500,SS,36,0.26
8/21/2025,GPTY,AI 250829C00018500,B,36,0.12
8/21/2025,GPTY,AI 250829C00018500,B,36,0.1
8/21/2025,GPTY,AMD 250829C00170000,SS,2,2.32
8/21/2025,GPTY,AMD 250829C00180000,B,2,0.6
8/21/2025,GPTY,AMZN 250829C00225000,SS,2,2.12
8/21/2025,GPTY,AMZN 250829C00235000,B,2,0.28
8/21/2025,GPTY,ANET 250829C00134000,SS,3,2.15
8/21/2025,GPTY,ANET 250829C00139000,B,3,0.85
8/21/2025,GPTY,AVGO 250822C00305000,BC,63,0.07
8/21/2025,GPTY,AVGO 250822C00305000,BC,3,0.06
8/21/2025,GPTY,AVGO 250822C00305000,BC,1,0.06
8/21/2025,GPTY,AVGO 250822C00322500,S,63,0.01
8/21/2025,GPTY,AVGO 250822C00327500,S,3,0.01
8/21/2025,GPTY,AVGO 250829C00297500,SS,2,3.99
8/21/2025,GPTY,AVGO 250829C00300000,SS,63,3.54
8/21/2025,GPTY,AVGO 250829C00300000,SS,3,3.51
8/21/2025,GPTY,AVGO 250829C00300000,SS,1,3.45
8/21/2025,GPTY,AVGO 250829C00312500,B,63,1.12
8/21/2025,GPTY,AVGO 250829C00312500,B,3,1.12
8/21/2025,GPTY,AVGO 250829C00312500,B,1,1.09
8/21/2025,GPTY,AVGO 250829C00312500,B,2,1
8/21/2025,GPTY,CRM 250829C00250000,SS,1,2.75
8/21/2025,GPTY,CRM 250829C00260000,B,1,0.75
8/21/2025,GPTY,CRWV 250829C00099000,SS,4,1.74
8/21/2025,GPTY,CRWV 250829C00104000,B,4,0.96
8/21/2025,GPTY,GOOGL 250829C00205000,SS,3,2.49
8/21/2025,GPTY,GOOGL 250829C00215000,B,3,0.57
8/21/2025,GPTY,IBM 250822C00242500,SS,2,0.52
8/21/2025,GPTY,IBM 250822C00252500,B,2,0.03
8/21/2025,GPTY,INTC 250829C00024500,SS,22,0.43
8/21/2025,GPTY,INTC 250829C00025500,B,22,0.27
8/21/2025,GPTY,META 250829C00745000,SS,1,9.65
8/21/2025,GPTY,META 250829C00765000,B,1,3.5
8/21/2025,GPTY,MRVL 250829C00079000,SS,5,1.54
8/21/2025,GPTY,MRVL 250829C00083000,B,5,0.9
8/21/2025,GPTY,MSFT 250829C00510000,SS,1,4.34
8/21/2025,GPTY,MSFT 250829C00525000,B,1,0.79
8/21/2025,GPTY,NVDA 250829C00185000,SS,6,2.72
8/21/2025,GPTY,NVDA 250829C00195000,B,6,1.04
8/21/2025,GPTY,ORCL 250829C00240000,SS,2,3.37
8/21/2025,GPTY,ORCL 250829C00247500,B,2,1.54
8/21/2025,GPTY,PLTR 250829C00165000,SS,6,2.1
8/21/2025,GPTY,PLTR 250829C00175000,B,6,0.69
8/21/2025,GPTY,QCOM 250822C00160000,BC,122,0.08
8/21/2025,GPTY,QCOM 250822C00170000,S,122,0.04
8/21/2025,GPTY,QCOM 250829C00155000,SS,122,2.03
8/21/2025,GPTY,QCOM 250829C00157500,SS,3,1.26
8/21/2025,GPTY,QCOM 250829C00160000,B,122,0.64
8/21/2025,GPTY,SNOW 250822C00205000,BC,90,0.09
8/21/2025,GPTY,SNOW 250822C00212500,S,90,0.01
8/21/2025,GPTY,SNOW 250829C00217500,SS,90,3.98
8/21/2025,GPTY,SNOW 250829C00225000,SS,3,2.76
8/21/2025,GPTY,SNOW 250829C00227500,B,90,2.42
8/21/2025,GPTY,SNOW 250829C00240000,B,3,1.23
8/21/2025,GPTY,TSLA 250822C00335000,SS,60,1
8/21/2025,GPTY,TSLA 250822C00342500,BC,60,0.3
8/21/2025,GPTY,TSLA 250829C00330000,SS,1,4.77
8/21/2025,GPTY,TSLA 250829C00345000,B,1,1.63
8/21/2025,GPTY,TSM 250829C00232500,SS,2,2.88
8/21/2025,GPTY,TSM 250829C00242500,B,2,0.82
,,,,,
8/21/2025,SDTY,SPXW 250821C06395000,SS,22,5.1
,,,,,
8/21/2025,QDTY,NDXP 250821C23250000,SS,5,30.6
,,,,,
8/21/2025,RDTY,RUTW 250821C02265000,SS,35,4.15
,,,,,
8/21/2025,CHPY,ADI 250822C00235000,BC,58,11.45
8/21/2025,CHPY,ADI 250822C00250000,S,58,0.92
8/21/2025,CHPY,ADI 250829C00250000,SS,58,2.65
8/21/2025,CHPY,ADI 250829C00260000,B,58,0.47
8/21/2025,CHPY,AMD 250822C00177500,BC,95,0.06
8/21/2025,CHPY,AMD 250822C00177500,BC,9,0.06
8/21/2025,CHPY,AMD 250822C00177500,BC,4,0.05
8/21/2025,CHPY,AMD 250822C00192500,S,95,0.01
8/21/2025,CHPY,AMD 250822C00197500,S,9,0.01
8/21/2025,CHPY,AMD 250829C00170000,SS,95,2.53
8/21/2025,CHPY,AMD 250829C00170000,SS,9,2.37
8/21/2025,CHPY,AMD 250829C00170000,SS,4,2.4
8/21/2025,CHPY,AMD 250829C00177500,B,95,0.95
8/21/2025,CHPY,AMD 250829C00177500,B,9,0.88
8/21/2025,CHPY,AMD 250829C00177500,B,4,0.89
8/21/2025,CHPY,ASML 250822C00742500,SS,3,5.59
8/21/2025,CHPY,ASML 250822C00742500,SS,1,4.92
8/21/2025,CHPY,ASML 250822C00760000,BC,3,1.2
8/21/2025,CHPY,ASML 250822C00765000,BC,1,0.7
8/21/2025,CHPY,AVGO 250822C00297500,SS,165,0.75
8/21/2025,CHPY,AVGO 250822C00305000,BC,165,0.1
8/21/2025,CHPY,INTC 250822C00027000,BC,511,0.03
8/21/2025,CHPY,INTC 250822C00027000,BC,19,0.03
8/21/2025,CHPY,INTC 250822C00029000,S,511,0.02
8/21/2025,CHPY,INTC 250829C00024000,SS,511,0.52
8/21/2025,CHPY,INTC 250829C00024000,SS,19,0.5
8/21/2025,CHPY,INTC 250829C00025500,B,511,0.26
8/21/2025,CHPY,INTC 250829C00025500,B,19,0.23
8/21/2025,CHPY,NXPI 250822C00235000,BC,5,0.2
8/21/2025,CHPY,NXPI 250822C00235000,BC,2,0.15
8/21/2025,CHPY,NXPI 250822C00237500,BC,50,0.16
8/21/2025,CHPY,NXPI 250822C00250000,S,50,0.19
8/21/2025,CHPY,NXPI 250822C00250000,S,5,0.17
